module_name,module_type,related_spine,source_report,registry_ids_same_report,normalization_issues,recommended_next_step,code_excerpt
vorticity,Module,vortex-core (candidate),# Compressible Magneto-Aerodynamic Vortex Core Analysis- Cat,ID10334; ID10335; ID10336; ID10337; ID10338; ID10339; ID10340; ID10341; ID10342; ID10343; ID10344; ID10345,math_pseudocode_operators,"recover full report-local Wolfram block, replace Unicode/pseudocode math with Wolfram forms, then run aa_module_library_runner.wl in evaluate mode for this row","vorticity = Module[{ω_gas, ω_frame, ω_magnetic, ω_total}, ω_gas = ∇ × v; (* Fluid vorticity *) ω_frame = 2Ω_gyro; (* Frame vorticity *) ω_magnetic = (1/(ρμ₀))∇ × ((∇ × B) × B); (* Magnetic vorticity *) (* Generalized vorticity equation *) Dω_total/Dt = (ω_total·∇)v + (B·∇)B/(ρμ₀) - ω_total(∇·v) + ν∇²ω_total + BaryoclinicTerm[∇ρ × ∇p]/ρ² ]"
compressibility,Module,vortex-core (candidate),# Compressible Magneto-Aerodynamic Vortex Core Analysis- Cat,ID10334; ID10335; ID10336; ID10337; ID10338; ID10339; ID10340; ID10341; ID10342; ID10343; ID10344; ID10345,math_pseudocode_operators,"recover full report-local Wolfram block, replace Unicode/pseudocode math with Wolfram forms, then run aa_module_library_runner.wl in evaluate mode for this row","compressibility = Module[{M_local, c_sound, β_shock}, c_sound[r,θ,φ,t] = √(γ p[r,θ,φ,t]/ρ[r,θ,φ,t]); M_local[r,θ,φ,t] = |v[r,θ,φ,t]|/c_sound[r,θ,φ,t]; (* Prandtl-Glauert transformation for transonic flow *) β_shock = √(Abs[1 - M_local²]); CompressibilityTensor[{i,j}] := δ_{ij}/β_shock² + (1 - 1/β_shock²) × v_i × v_j/|v|² ]"
VacuumCoreFormation,Module,vortex-core (candidate),# Compressible Magneto-Aerodynamic Vortex Core Analysis- Cat,ID10334; ID10335; ID10336; ID10337; ID10338; ID10339; ID10340; ID10341; ID10342; ID10343; ID10344; ID10345,excerpt_truncated_or_max_length; fancy_unicode_symbol_names; math_pseudocode_operators; unbalanced_square_brackets; unbalanced_parentheses,"recover full report-local Wolfram block, replace Unicode/pseudocode math with Wolfram forms, then run aa_module_library_runner.wl in evaluate mode for this row","VacuumCoreFormation := Module[ {𝒱_vacuum, 𝒫_pressure, ℛ_rarefaction, 𝒦_kinetic, 𝒬_quantum}, (* Pressure distribution in rotating core *) 𝒫_pressure[r_, z_, t_] := Module[ {p₀, p_vortex, p_magnetic, p_centrifugal, p_acoustic}, (* Base atmospheric pressure *) p₀ = 101325 Pa; (* Vortex-induced pressure drop (Rankine model) *) p_vortex[r] = p₀ - ρ₀ × Piecewise[{ {(Γ²/(4π²R_core²)) × (1 - r²/R_core²), r < R_core}, {(Γ²/(4π²r²)), r ≥ R_core} }]; (* Magnetic pressure contribution *) p_magnetic[r] = -B²[r]/(2μ₀) × (1 + β_plasma); (* Centrifugal decompression *) p_centrifugal[r] = -∫_r^∞ ρ[r'] × Ω²_gyro × r' dr'; (* Acoustic standing wave modulation *) p_acoustic[r,z,t] = ∑_{n,ℓ,m} A_{nℓm} × SphericalBesselJ[ℓ, k_{nℓ}r] × SphericalHarmonicY[ℓ,m,θ,φ] × Cos[ω_{nℓm}t + φ_{nℓm}]; (* Total pressure field *) p_total = p_vortex + p_magnetic + p_centrifugal + p_acoustic ]; (* Rarefaction wave structure *) ℛ_rarefaction := Module[ {ρ_profile, T_profile, λ_meanFreePath, Kn_number}, (* Density profile in rarefied core *) ρ_profile[r,z] = ρ₀ × Exp[-∫₀^r (v_θ²[r']/r' + Ω²r')/RT[r'] dr']; (* Temperature distribution with viscous heating *) T_profile[r,z] = T₀ + (μ/(2c_p)) × (∂v_θ/∂r - v_θ/r)² + Q_magnetic/(ρc_p); (* Mean free path in rarefied gas *) λ_meanFreePath[ρ,T] = (k_B × T)/(√2 × π × d_molecule² × p); (* Knudsen number classification *) Kn_number[r] = λ_meanFreePath[ρ[r], T[r]]/L_characteristic; FlowRegime[r] := Which[ Kn_number[r] < 0.01, ""Continuum"", 0.01 ≤ Kn_number[r] < 0.1, ""Slip flow"", 0.1 ≤ Kn_number[r] < 10, ""Transition"", Kn_number[r] ≥ 10, ""Free molecular"" ] ]; (* Kinetic theory in rarefied core *) 𝒦_kinetic := Module[ {f_distribution, 𝒞_collision, ℬ_boltzmann}, (* Boltzmann distribution function *) f_distribution[r,v,t] = n[r,t] × (m/(2π k_B T))^(3/2) × Exp[-m|v - u[r,t]|²/(2"
rarefaction,Module,vortex-core (candidate),# Compressible Magneto-Aerodynamic Vortex Core Analysis- Cat,ID10334; ID10335; ID10336; ID10337; ID10338; ID10339; ID10340; ID10341; ID10342; ID10343; ID10344; ID10345,math_pseudocode_operators,"recover full report-local Wolfram block, replace Unicode/pseudocode math with Wolfram forms, then run aa_module_library_runner.wl in evaluate mode for this row","rarefaction := Module[ {ρ_profile, T_profile, λ_meanFreePath, Kn_number}, (* Density profile in rarefied core *) ρ_profile[r,z] = ρ₀ × Exp[-∫₀^r (v_θ²[r']/r' + Ω²r')/RT[r'] dr']; (* Temperature distribution with viscous heating *) T_profile[r,z] = T₀ + (μ/(2c_p)) × (∂v_θ/∂r - v_θ/r)² + Q_magnetic/(ρc_p); (* Mean free path in rarefied gas *) λ_meanFreePath[ρ,T] = (k_B × T)/(√2 × π × d_molecule² × p); (* Knudsen number classification *) Kn_number[r] = λ_meanFreePath[ρ[r], T[r]]/L_characteristic; FlowRegime[r] := Which[ Kn_number[r] < 0.01, ""Continuum"", 0.01 ≤ Kn_number[r] < 0.1, ""Slip flow"", 0.1 ≤ Kn_number[r] < 10, ""Transition"", Kn_number[r] ≥ 10, ""Free molecular"" ] ]"
kinetic,Module,vortex-core (candidate),# Compressible Magneto-Aerodynamic Vortex Core Analysis- Cat,ID10334; ID10335; ID10336; ID10337; ID10338; ID10339; ID10340; ID10341; ID10342; ID10343; ID10344; ID10345,fancy_unicode_symbol_names; math_pseudocode_operators,"recover full report-local Wolfram block, replace Unicode/pseudocode math with Wolfram forms, then run aa_module_library_runner.wl in evaluate mode for this row","kinetic := Module[ {f_distribution, 𝒞_collision, ℬ_boltzmann}, (* Boltzmann distribution function *) f_distribution[r,v,t] = n[r,t] × (m/(2π k_B T))^(3/2) × Exp[-m|v - u[r,t]|²/(2k_B T)] × (1 + Φ_nonMaxwellian[v,r,t]); (* BGK collision operator *) 𝒞_collision[f] = -ν_collision × (f - f_equilibrium); (* Boltzmann equation in rotating frame *) ℬ_boltzmann := ∂f/∂t + v·∇_r f + (F_external/m + 2Ω × v + Ω × (Ω × r))·∇_v f = 𝒞_collision[f]; (* Chapman-Enskog expansion for transport coefficients *) {μ_viscosity, κ_thermal, D_diffusion} = ChapmanEnskogCoefficients[ f⁽⁰⁾ + ε f⁽¹⁾ + ε² f⁽²⁾ + O[ε³] ] ]"
quantum,Module,vortex-core (candidate),# Compressible Magneto-Aerodynamic Vortex Core Analysis- Cat,ID10334; ID10335; ID10336; ID10337; ID10338; ID10339; ID10340; ID10341; ID10342; ID10343; ID10344; ID10345,fancy_unicode_symbol_names; math_pseudocode_operators,"recover full report-local Wolfram block, replace Unicode/pseudocode math with Wolfram forms, then run aa_module_library_runner.wl in evaluate mode for this row","quantum := Module[ {λ_deBroglie, ρ_critical, Ψ_wavefunction}, λ_deBroglie[T] = h/√(2π m k_B T); ρ_critical = m/λ_deBroglie[T]³; (* Quantum degeneracy threshold *) (* Quantum pressure correction *) p_quantum[ρ,T] = (ℏ²/(2m)) × (∇√ρ)²/√ρ; (* Gross-Pitaevskii equation for quantum gas *) iℏ ∂Ψ/∂t = -ℏ²/(2m) ∇²Ψ + V_trap[r]Ψ + g|Ψ|²Ψ + V_magnetic[B,r]Ψ ]"
HelicalInstabilitySpectrum,Module,vortex-core (candidate),# Compressible Magneto-Aerodynamic Vortex Core Analysis- Cat,ID10334; ID10335; ID10336; ID10337; ID10338; ID10339; ID10340; ID10341; ID10342; ID10343; ID10344; ID10345,excerpt_truncated_or_max_length; fancy_unicode_symbol_names; unicode_rule_arrows; math_pseudocode_operators; unbalanced_square_brackets,"recover full report-local Wolfram block, replace Unicode/pseudocode math with Wolfram forms, then run aa_module_library_runner.wl in evaluate mode for this row","HelicalInstabilitySpectrum := Module[ {ℒ_linearized, 𝒮_spectrum, ℰ_eigenmode, 𝒢_growth, ℋ_helical}, (* Linearized compressible equations around base state *) ℒ_linearized := Module[ {ρ₀, v₀, p₀, ρ', v', p'}, (* Base state: rotating vortex with axial flow *) {ρ₀[r], v₀_θ[r] = Γ/(2πr), v₀_z[r], p₀[r]}; (* Perturbation equations *) ∂ρ'/∂t + v₀·∇ρ' + ρ₀∇·v' + ρ'∇·v₀ = 0; ρ₀(∂v'/∂t + v₀·∇v' + v'·∇v₀) = -∇p' - ρ'∇p₀/ρ₀ + μ∇²v' + (B₀·∇)B'/μ₀; ∂p'/∂t + v₀·∇p' + γp₀∇·v' = (γ-1)κ∇²T' ]; (* Normal mode ansatz *) ℰ_eigenmode[n_, k_, m_] := Module[ {Ψ_mode, ω_complex, structure}, (* Helical mode structure *) Ψ_mode[r,θ,z,t] = Ψ̂[r] × Exp[I(nθ + kz - ωt)]; (* Eigenvalue problem *) ℒ_operator[n,k] @ Ψ̂[r] = ω × Ψ̂[r]; (* Radial structure equation (Pridmore-Brown) *) d²Ψ̂/dr² + (1/r - 2d(ln ρ₀)/dr) dΨ̂/dr + [(ω - nΩ[r] - kv_z[r])²/c²[r] - k² - n²/r²] Ψ̂ = 0; (* Boundary conditions *) BoundaryConditions := { Ψ̂[0] = Finite, (* Regularity at r = 0 *) Ψ̂[R] = 0 or dΨ̂/dr|_R = 0 (* Wall condition *) } ]; (* Growth rate spectrum *) 𝒢_growth := Module[ {σ_growth, ω_real, criteria}, ω_complex = ω_real + I × σ_growth; (* Rayleigh's inflection point theorem *) RayleighCriterion := d²(ρr²v_θ²)/dr² < 0 → ""Unstable""; (* Howard's semicircle theorem *) HowardBound := |ω_real| ≤ Max[v₀] && |σ_growth| ≤ Max[|dv₀/dr|]; (* Fjortoft's theorem *) FjortoftCriterion := (v₀ - v_inflection) × d²v₀/dr² < 0 → ""Unstable""; (* Most unstable mode *) {n_critical, k_critical} = ArgMax[{n,k}, σ_growth[n,k]] ]; (* Helical vortex breakdown modes *) ℋ_helical := Module[ {m_azimuthal, pitch_angle, breakdown_criterion}, pitch_angle[n,k] = ArcTan[n/(kr)]; (* Benjamin's vortex breakdown criterion *) breakdown_criterion = (∫₀^R r³ ρ₀ v_θ v_z dr)/(∫₀^R r² ρ₀ v_z² dr); (* Helical mode selection *) SelectedModes = Select[ Table["
linearized,Module,vortex-core (candidate),# Compressible Magneto-Aerodynamic Vortex Core Analysis- Cat,ID10334; ID10335; ID10336; ID10337; ID10338; ID10339; ID10340; ID10341; ID10342; ID10343; ID10344; ID10345,math_pseudocode_operators,"recover full report-local Wolfram block, replace Unicode/pseudocode math with Wolfram forms, then run aa_module_library_runner.wl in evaluate mode for this row","linearized := Module[ {ρ₀, v₀, p₀, ρ', v', p'}, (* Base state: rotating vortex with axial flow *) {ρ₀[r], v₀_θ[r] = Γ/(2πr), v₀_z[r], p₀[r]}; (* Perturbation equations *) ∂ρ'/∂t + v₀·∇ρ' + ρ₀∇·v' + ρ'∇·v₀ = 0; ρ₀(∂v'/∂t + v₀·∇v' + v'·∇v₀) = -∇p' - ρ'∇p₀/ρ₀ + μ∇²v' + (B₀·∇)B'/μ₀; ∂p'/∂t + v₀·∇p' + γp₀∇·v' = (γ-1)κ∇²T' ]"
growth,Module,vortex-core (candidate),# Compressible Magneto-Aerodynamic Vortex Core Analysis- Cat,ID10334; ID10335; ID10336; ID10337; ID10338; ID10339; ID10340; ID10341; ID10342; ID10343; ID10344; ID10345,unicode_rule_arrows; math_pseudocode_operators,"recover full report-local Wolfram block, replace Unicode/pseudocode math with Wolfram forms, then run aa_module_library_runner.wl in evaluate mode for this row","growth := Module[ {σ_growth, ω_real, criteria}, ω_complex = ω_real + I × σ_growth; (* Rayleigh's inflection point theorem *) RayleighCriterion := d²(ρr²v_θ²)/dr² < 0 → ""Unstable""; (* Howard's semicircle theorem *) HowardBound := |ω_real| ≤ Max[v₀] && |σ_growth| ≤ Max[|dv₀/dr|]; (* Fjortoft's theorem *) FjortoftCriterion := (v₀ - v_inflection) × d²v₀/dr² < 0 → ""Unstable""; (* Most unstable mode *) {n_critical, k_critical} = ArgMax[{n,k}, σ_growth[n,k]] ]"
helical,Module,vortex-core (candidate),# Compressible Magneto-Aerodynamic Vortex Core Analysis- Cat,ID10334; ID10335; ID10336; ID10337; ID10338; ID10339; ID10340; ID10341; ID10342; ID10343; ID10344; ID10345,fancy_unicode_symbol_names; math_pseudocode_operators,"recover full report-local Wolfram block, replace Unicode/pseudocode math with Wolfram forms, then run aa_module_library_runner.wl in evaluate mode for this row","helical := Module[ {m_azimuthal, pitch_angle, breakdown_criterion}, pitch_angle[n,k] = ArcTan[n/(kr)]; (* Benjamin's vortex breakdown criterion *) breakdown_criterion = (∫₀^R r³ ρ₀ v_θ v_z dr)/(∫₀^R r² ρ₀ v_z² dr); (* Helical mode selection *) SelectedModes = Select[ Table[{n,k}, {n,-5,5}, {k,0,10,0.1}], breakdown_criterion[#] > √2 & ]; (* Mode-mode interaction tensor *) InteractionTensor[{n₁,k₁}, {n₂,k₂}, {n₃,k₃}] := ∫₀^R r × Ψ̂[n₁,k₁,r] × Ψ̂*[n₂,k₂,r] × Ψ̂[n₃,k₃,r] × δ[n₁ + n₂ - n₃] × δ[k₁ + k₂ - k₃] dr ]"
MagnetoSonicResonances,Module,vortex-core (candidate),# Compressible Magneto-Aerodynamic Vortex Core Analysis- Cat,ID10334; ID10335; ID10336; ID10337; ID10338; ID10339; ID10340; ID10341; ID10342; ID10343; ID10344; ID10345,fancy_unicode_symbol_names; math_pseudocode_operators; unbalanced_parentheses,"recover full report-local Wolfram block, replace Unicode/pseudocode math with Wolfram forms, then run aa_module_library_runner.wl in evaluate mode for this row","MagnetoSonicResonances := Module[ {𝒲_wave, 𝒟_dispersion, ℛ_resonance, 𝒜_absorption, ℱ_forcing}, (* Wave equation in rotating magnetized gas *) 𝒲_wave := Module[ {Φ_potential, A_vector, coupling}, (* Coupled wave equations *) (∂²/∂t² - c_s²∇²)Φ - (v_A²·∇)(∇·A) - 2Ω_gyro × ∂A/∂t = S_source; (∂²/∂t² - v_A²(∇×∇×))A - c_s²∇(∇·A) - 2Ω_gyro × ∂Φ/∂t = J_source; (* Dispersion relation tensor *) 𝒟_dispersion[ω, k] := Det[ {{ω² - c_s²k², -ωv_A²k_∥, 2iΩω}, {-ωv_A²k_∥, ω² - v_A²k_∥², -2iΩωk_⊥/k}, {2iΩω, -2iΩωk_⊥/k, ω² - v_A²k_⊥²}} ] == 0; (* Three wave branches *) {ω_fast, ω_slow, ω_Alfven} = Solve[𝒟_dispersion[ω, k], ω] ]; (* Resonant cavity modes */ ℛ_resonance := Module[ {Q_factor, mode_density, coupling_strength}, (* Cavity eigenfrequencies */ ω_cavity[n,ℓ,m] = √( c_eff²k_{nℓ}² + v_A²k_∥² + 4Ω²(m²/k_{nℓ}²) + O[(Ω/ω)⁴] ); (* Quality factor with magnetic damping */ Q_factor[n,ℓ,m] = ω_cavity[n,ℓ,m]/( 2ν k_{nℓ}² + η/(μ₀ρ) k_∥² + γ_acoustic ); (* Mode density function *) mode_density[ω] = ∑_{n,ℓ,m} δ[ω - ω_cavity[n,ℓ,m]] × |⟨Ψ_{nℓm}|perturbation⟩|²; (* Resonant enhancement factor *) Enhancement[ω] = ∏_i Q_factor[n_i,ℓ_i,m_i]/( 1 + Q²((ω - ω_i)/ω_i)² ) ]; (* Acoustic power absorption *) 𝒜_absorption := Module[ {α_coefficient, penetration_depth, heating_rate}, (* Frequency-dependent absorption *) α_coefficient[ω] = (ω²/(2ρ₀c³)) × ( (4/3)μ_shear + μ_bulk + κ(γ-1)/c_p ) + σ_magnetic/(2μ₀c) × (1 - ω_pe²/ω²); (* Penetration depth in rotating frame *) δ_penetration[ω] = 1/√(α_coefficient[ω] × (1 + iΩ/ω)); (* Volumetric heating rate *) Q_heating[r,z,t] = 2α × I_acoustic[r,z,t] × Exp[-r/δ_penetration] × |H_transfer[ω]|² ] ]"
wave,Module,vortex-core (candidate),# Compressible Magneto-Aerodynamic Vortex Core Analysis- Cat,ID10334; ID10335; ID10336; ID10337; ID10338; ID10339; ID10340; ID10341; ID10342; ID10343; ID10344; ID10345,fancy_unicode_symbol_names; math_pseudocode_operators,"recover full report-local Wolfram block, replace Unicode/pseudocode math with Wolfram forms, then run aa_module_library_runner.wl in evaluate mode for this row","wave := Module[ {Φ_potential, A_vector, coupling}, (* Coupled wave equations *) (∂²/∂t² - c_s²∇²)Φ - (v_A²·∇)(∇·A) - 2Ω_gyro × ∂A/∂t = S_source; (∂²/∂t² - v_A²(∇×∇×))A - c_s²∇(∇·A) - 2Ω_gyro × ∂Φ/∂t = J_source; (* Dispersion relation tensor *) 𝒟_dispersion[ω, k] := Det[ {{ω² - c_s²k², -ωv_A²k_∥, 2iΩω}, {-ωv_A²k_∥, ω² - v_A²k_∥², -2iΩωk_⊥/k}, {2iΩω, -2iΩωk_⊥/k, ω² - v_A²k_⊥²}} ] == 0; (* Three wave branches *) {ω_fast, ω_slow, ω_Alfven} = Solve[𝒟_dispersion[ω, k], ω] ]"
resonance,Module,vortex-core (candidate),# Compressible Magneto-Aerodynamic Vortex Core Analysis- Cat,ID10334; ID10335; ID10336; ID10337; ID10338; ID10339; ID10340; ID10341; ID10342; ID10343; ID10344; ID10345,fancy_unicode_symbol_names; math_pseudocode_operators; unbalanced_parentheses,"recover full report-local Wolfram block, replace Unicode/pseudocode math with Wolfram forms, then run aa_module_library_runner.wl in evaluate mode for this row","resonance := Module[ {Q_factor, mode_density, coupling_strength}, (* Cavity eigenfrequencies */ ω_cavity[n,ℓ,m] = √( c_eff²k_{nℓ}² + v_A²k_∥² + 4Ω²(m²/k_{nℓ}²) + O[(Ω/ω)⁴] ); (* Quality factor with magnetic damping */ Q_factor[n,ℓ,m] = ω_cavity[n,ℓ,m]/( 2ν k_{nℓ}² + η/(μ₀ρ) k_∥² + γ_acoustic ); (* Mode density function *) mode_density[ω] = ∑_{n,ℓ,m} δ[ω - ω_cavity[n,ℓ,m]] × |⟨Ψ_{nℓm}|perturbation⟩|²; (* Resonant enhancement factor *) Enhancement[ω] = ∏_i Q_factor[n_i,ℓ_i,m_i]/( 1 + Q²((ω - ω_i)/ω_i)² ) ]"
absorption,Module,vortex-core (candidate),# Compressible Magneto-Aerodynamic Vortex Core Analysis- Cat,ID10334; ID10335; ID10336; ID10337; ID10338; ID10339; ID10340; ID10341; ID10342; ID10343; ID10344; ID10345,math_pseudocode_operators,"recover full report-local Wolfram block, replace Unicode/pseudocode math with Wolfram forms, then run aa_module_library_runner.wl in evaluate mode for this row","absorption := Module[ {α_coefficient, penetration_depth, heating_rate}, (* Frequency-dependent absorption *) α_coefficient[ω] = (ω²/(2ρ₀c³)) × ( (4/3)μ_shear + μ_bulk + κ(γ-1)/c_p ) + σ_magnetic/(2μ₀c) × (1 - ω_pe²/ω²); (* Penetration depth in rotating frame *) δ_penetration[ω] = 1/√(α_coefficient[ω] × (1 + iΩ/ω)); (* Volumetric heating rate *) Q_heating[r,z,t] = 2α × I_acoustic[r,z,t] × Exp[-r/δ_penetration] × |H_transfer[ω]|² ]"
QuantumVortexGas,Module,vortex-core (candidate),# Compressible Magneto-Aerodynamic Vortex Core Analysis- Cat,ID10334; ID10335; ID10336; ID10337; ID10338; ID10339; ID10340; ID10341; ID10342; ID10343; ID10344; ID10345,excerpt_truncated_or_max_length; fancy_unicode_symbol_names; math_pseudocode_operators; unbalanced_square_brackets; unbalanced_parentheses,"recover full report-local Wolfram block, replace Unicode/pseudocode math with Wolfram forms, then run aa_module_library_runner.wl in evaluate mode for this row","QuantumVortexGas := Module[ {𝒞_condensate, ℒ_lattice, 𝒯_topological, 𝒮_superfluid, ℰ_entanglement}, (* Bose-Einstein Condensate formation criterion *) 𝒞_condensate := Module[ {n_critical, T_BEC, μ_chemical, Ψ_orderParameter}, (* Critical density for quantum degeneracy *) n_critical[T] = (2π m k_B T/h²)^(3/2) × ζ[3/2]; (* BEC transition temperature *) T_BEC[n] = (h²/(2π m k_B)) × (n/ζ[3/2])^(2/3); (* Gross-Pitaevskii equation with rotation *) iℏ ∂Ψ/∂t = (-ℏ²∇²/(2m) + V_trap + g|Ψ|² - Ω·L̂) Ψ; (* Quantized vortex solution *) Ψ_vortex[r,θ,z] = √(n₀[r]) × Exp[imθ] × Exp[-r²/(2ξ²)] × Tanh[r/ξ] × Exp[ikz] ]; (* Abrikosov vortex lattice *) ℒ_lattice := Module[ {a_lattice, Ψ_lattice, E_interaction}, (* Triangular lattice spacing *) a_lattice = √(2π/(√3 × n_vortex)) = √(ℏ/(mΩ)); (* Multi-vortex wavefunction *) Ψ_lattice[x,y] = ∏_{j} (z - z_j)/|z - z_j| × Exp[-|z|²/(2R_TF²)]; (* Vortex-vortex interaction *) E_interaction[r_{ij}] = (πℏ²n₀/m) × Log[r_{ij}/ξ] + E_core × Exp[-r_{ij}/ξ] ]; (* Topological quantum phase transitions *) 𝒯_topological := Module[ {Z₂_invariant, Chern_number, Berry_phase}, (* Z₂ topological invariant *) Z₂_invariant = (-1)^{∮_C A_Berry·dk/(2π)}; (* Chern number for vortex bands *) Chern_number = (1/(2π)) ∫∫_BZ F_Berry d²k; (* Berry phase around vortex *) γ_Berry[C] = i∮_C ⟨Ψ[k]|∇_k|Ψ[k]⟩·dk; (* Quantum phase diagram *) PhaseDiagram[Ω/ω_trap, g n₀/ℏω_trap] := Which[ Ω < Ω_c1, ""Vortex-free"", Ω_c1 < Ω < Ω_c2, ""Vortex lattice"", Ω > Ω_c2, ""Quantum Hall regime"" ] ]; (* Superfluid hydrodynamics *) 𝒮_superfluid := Module[ {v_s, n_s, n_n, ρ_s, ρ_n}, (* Two-fluid model *) ρ_total = ρ_s + ρ_n; (* Superfluid + normal *) (* Superfluid velocity from phase gradient *) v_s = (ℏ/m)∇φ where Ψ = √n × Exp[iφ]; (* Landau criterion for superfluidity *) v_critical = Min[ε[p]/p]; ("
condensate,Module,vortex-core (candidate),# Compressible Magneto-Aerodynamic Vortex Core Analysis- Cat,ID10334; ID10335; ID10336; ID10337; ID10338; ID10339; ID10340; ID10341; ID10342; ID10343; ID10344; ID10345,fancy_unicode_symbol_names; math_pseudocode_operators,"recover full report-local Wolfram block, replace Unicode/pseudocode math with Wolfram forms, then run aa_module_library_runner.wl in evaluate mode for this row","condensate := Module[ {n_critical, T_BEC, μ_chemical, Ψ_orderParameter}, (* Critical density for quantum degeneracy *) n_critical[T] = (2π m k_B T/h²)^(3/2) × ζ[3/2]; (* BEC transition temperature *) T_BEC[n] = (h²/(2π m k_B)) × (n/ζ[3/2])^(2/3); (* Gross-Pitaevskii equation with rotation *) iℏ ∂Ψ/∂t = (-ℏ²∇²/(2m) + V_trap + g|Ψ|² - Ω·L̂) Ψ; (* Quantized vortex solution *) Ψ_vortex[r,θ,z] = √(n₀[r]) × Exp[imθ] × Exp[-r²/(2ξ²)] × Tanh[r/ξ] × Exp[ikz] ]"
lattice,Module,vortex-core (candidate),# Compressible Magneto-Aerodynamic Vortex Core Analysis- Cat,ID10334; ID10335; ID10336; ID10337; ID10338; ID10339; ID10340; ID10341; ID10342; ID10343; ID10344; ID10345,fancy_unicode_symbol_names; math_pseudocode_operators,"recover full report-local Wolfram block, replace Unicode/pseudocode math with Wolfram forms, then run aa_module_library_runner.wl in evaluate mode for this row","lattice := Module[ {a_lattice, Ψ_lattice, E_interaction}, (* Triangular lattice spacing *) a_lattice = √(2π/(√3 × n_vortex)) = √(ℏ/(mΩ)); (* Multi-vortex wavefunction *) Ψ_lattice[x,y] = ∏_{j} (z - z_j)/|z - z_j| × Exp[-|z|²/(2R_TF²)]; (* Vortex-vortex interaction *) E_interaction[r_{ij}] = (πℏ²n₀/m) × Log[r_{ij}/ξ] + E_core × Exp[-r_{ij}/ξ] ]"
entanglement,Module,vortex-core (candidate),# Compressible Magneto-Aerodynamic Vortex Core Analysis- Cat,ID10334; ID10335; ID10336; ID10337; ID10338; ID10339; ID10340; ID10341; ID10342; ID10343; ID10344; ID10345,fancy_unicode_symbol_names; unbalanced_parentheses,"recover full report-local Wolfram block, replace Unicode/pseudocode math with Wolfram forms, then run aa_module_library_runner.wl in evaluate mode for this row","entanglement := Module[ {ρ_reduced, S_entanglement, C_concurrence}, (* Reduced density matrix for core region *) ρ_reduced = Tr_outside[|Ψ⟩⟨Ψ|]; (* von Neumann entropy *) S_entanglement = -Tr[ρ_reduced × Log[ρ_reduced]]; (* Topological entanglement entropy */ S_topo = S_total - S_local ~ Log[𝒟]; (* 𝒟 = quantum dimension */ (* Area law with logarithmic correction */ S[L] = αL - γ + c Log[L] + O[1/L] ]"
ObservableFunctionals,Association,vortex-core (candidate),# Compressible Magneto-Aerodynamic Vortex Core Analysis- Cat,ID10334; ID10335; ID10336; ID10337; ID10338; ID10339; ID10340; ID10341; ID10342; ID10343; ID10344; ID10345,fancy_unicode_symbol_names; unicode_rule_arrows; math_pseudocode_operators,"recover full report-local Wolfram block, replace Unicode/pseudocode math with Wolfram forms, then run aa_module_library_runner.wl in evaluate mode for this row","ObservableFunctionals := Association[ (* Thermodynamic observables *) ""CorePressure"" → p_core[t] = ∫_{V_core} p[r,t] d³r / V_core, ""CoreDensity"" → ρ_core[t] = (∂p/∂t + γp∇·v)/(RT), ""CoreTemperature"" → T_core[t] = p_core/(ρ_core × R_gas), ""MachNumber"" → M_core = |v_max|/√(γRT_core), (* Topological observables *) ""VorticityHelicity"" → H_ω = ∫_{V_core} v·(∇×v) d³r, ""MagneticHelicity"" → H_B = ∫_{V_core} A·B d³r, ""CrossHelicity"" → H_cross = ∫_{V_core} v·B d³r, ""TopologicalCharge"" → Q_top = (1/8π²)∫ ε^{μνρσ} Tr[F_{μν}F_{ρσ}] d⁴x, (* Quantum observables *) ""CondensateFraction"" → n₀/n = 1 - (T/T_BEC)^(3/2), ""VortexDensity"" → n_vortex = Ω/(πℏ/m), ""SuperfluidFraction"" → ρ_s/ρ = |⟨Ψ⟩|²/n, ""QuantumDepletion"" → n_depletion = (8/(3π))(na³)^(1/2) n₀, (* Critical exponents *) ""CorrelationLength"" → ξ[T] ~ |T - T_c|^(-ν), ""OrderParameter"" → ⟨Ψ⟩ ~ |T - T_c|^β, ""Susceptibility"" → χ ~ |T - T_c|^(-γ), ""SpecificHeat"" → C_v ~ |T - T_c|^(-α), (* Universality class *) ""UniversalityCheck"" → { α + 2β + γ == 2, (* Rushbrooke *) α + β(δ + 1) == 2, (* Griffiths *) γ == β(δ - 1), (* Widom *) γ == ν(2 - η), (* Fisher *) 2 - α == νd (* Josephson *) } ]"
